configurationDescription,configurationSchema,data,description,documentationUrl,emptyConfiguration,flags,hasRun,hasUI,ico32,ico64,id,longDescription,name,type,uiOptions,uri
178,,{},{},Jobs scheduler,http://docs.keboolaorchestratorv2api.apiary.io/,{},[],False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/orchestrator-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/orchestrator-64-1.png,orchestrator,,Orchestrator,other,{},https://syrup.keboola.com/orchestrator
179,,{},{},,http://docs.keboolaorchestratorv2api.apiary.io/,{},[],False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/orchestrator-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/orchestrator-64-1.png,orchestrator-2,,Orchestrator,other,{},https://syrup.keboola.com/orchestrator
180,,{},{},"Pigeon is simple service, which provides importing files into KBC via email",,{},[],False,False,,,pigeon,,pigeon,other,{},https://syrup.keboola.com/pigeon
181,,{},{},Import email attachments to Storage tables,,{},[],True,True,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/pigeonimporter-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/pigeonimporter-64-1.png,pigeon-importer,,Pigeon Importer,extractor,{},https://syrup.keboola.com/table-importer
182,"## Configuration

It's very straightforward to configure this extractor. There are only few simple parameters.

    {
      ""#apiKey"": ""Sailthru api key"",
      ""#apiSecret"": ""Sailthru api secret"",
      ""startDate"": ""campaign start date (YYYY-MM-DD)"",
      ""endDate"": ""campaign end date (YYYY-MM-DD)"",
      ""convertTimestampToDate"": true|false
    }

### Api keys (#apiKey + #apiSecret)

Check out your Sailthru account and get these parameters from your user profile.

### Dates

There are two date parameters, **startDate** and **endDate**. They help you to download aggregated data within specified date range. Keep in mind, that the date mask **YYYY-MM-DD** must be specified, otherwise the extractor won't recognize the input date and fail. The extractor always download full extract based on these two parameters. There are optionals and if you don't specify them, some default values will be used. For the **startDate** the value is going to be set to **2016-01-01** and for **endDate** the default settings is **today() - 1**.

### Bucket name and table name

For your convenience there is no need to specify bucketName + fileNames in the input configuration. All of it is handled automatically based on the configuration and downloaded files.

### Converting timestamps to dates

Datasets **beacon_times** and **click_times** are downloaded with timestamps in epoch form (unix timestamp) - number of seconds since 1970-01-01. You can keep these values by setting the parameter **convertTimestampToDate** to **false**, or you can set explicit to **true**, which converts these epochs into a human-readable time with format YYYY-MM-DD HH:mm:dd (UTC). If you don't specify this parameter, a default value true is applied and these dates are going to be converted into a human-readable form by default.  

### Sample configuration

A possible configuration in Keboola Connection might look like following:

    {
      ""#apiKey"": ""abcd"",
      ""#apiSecret"": ""efgh"",
      ""startDate"": ""2016-01-01"",
      ""endDate"": ""2016-09-24"",
      ""convertTimestampToDate"": true
    }","{u'required': [u'#apiKey', u'#apiSecret', u'startDate', u'endDate', u'convertTimestampToDate'], u'type': u'object', u'properties': {u'#apiKey': {u'default': u'', u'minLength': 1, u'format': u'password', u'type': u'string', u'title': u'Sailthru API Key'}, u'#apiSecret': {u'default': u'', u'minLength': 1, u'format': u'password', u'type': u'string', u'title': u'Sailthru API Secret'}, u'endDate': {u'default': u'', u'minLength': 1, u'type': u'string', u'title': u'End Date (YYYY-MM-DD), leave empty for keeping default: today() - 1'}, u'convertTimestampToDate': {u'default': True, u'enum': [False, True], u'type': u'boolean', u'title': u'Convert timestamps to dates'}, u'startDate': {u'default': u'2016-01-01', u'minLength': 1, u'type': u'string', u'title': u'Start Date (YYYY-MM-DD)'}}, u'title': u'Parameters'}","{u'definition': {u'tag': u'latest', u'type': u'dockerhub', u'uri': u'radektomasek/keboola-ex-sailthru-docker'}, u'default_bucket_stage': u'in', u'process_timeout': 3600, u'configuration_format': u'json', u'memory': u'512m', u'vendor': {u'contact': [u'Pond5, Inc.', u'251 Park Ave S, 7th Floor, New York, NY 10010', u'petr@pond5.com'], u'licenseUrl': u'https://github.com/radektomasek/keboola-ex-sailthru/blob/master/LICENCE.md'}, u'default_bucket': True}",Retrieve aggregated information from all campaigns over a specified date range.,,{},"[genericDockerUI, encrypt, 3rdParty, appInfo.dataIn]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/pond5.ex-sailthru-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/pond5.ex-sailthru-64-1.png,pond5.ex-sailthru,"# Sailthru Campaign Extractor

A Sailthru Extractor for Keboola Connection is a component that extracts data from Sailthru Reporting API and downloads aggregated campaigns. Written in Node.js with utilization of Babel/ES6/ES7 functionality.

## General overview

The main purpose of this extractor is to download data from [Sailthru Reporting API - blasts](https://getstarted.sailthru.com/new-for-developers-overview/reporting/stats/). You can specify the date range which produce results for the metrics that are available in the Sailthru Reporting API for blasts datasets.

## Datasets

There are 11 datasets which are downloaded from the blasts endpoint and parsed. Each dataset is stored in separated file and created as new object in Keboola Storage. In a nutshell, there are following (11) objects available:  

* overall_summary - this is basically file which contains top aggregated results.
* beacon_times - aggregated file which pulling information about when a particular blast was opened.
* click_times - aggregated file which pulling information about when links were clicked.
* click_maps - aggregated file which pulling click maps information.
* devices - aggregated file which pulling information based on the number of clicks by device.
* domains - aggregated file which pulling information based on recipients’ email domains.
* engagement - aggregated file which pulling information based on levels of engagement.
* signups - aggregated file which pulling information based on signup dates.
* subjects - aggregated file which pulling information based on subject lines.
* topusers - aggregated file which pulling information based on the top users based on clicks, opens and purchases.
* urls - aggregated file which pulling information based on the urls.

For more information, please check out the [official documentation](https://getstarted.sailthru.com/new-for-developers-overview/reporting/stats/).",Sailthru,extractor,{},https://syrup.keboola.com/docker/pond5.ex-sailthru
183,,{},"{u'vendor': {u'contact': [u'Ondrej Hlavacek']}, u'definition': {u'type': u'dockerhub-private', u'uri': u'keboolaprivatetest/docker-demo-docker', u'repository': {u'username': u'keboolaprivatetest', u'#password': u'KBC::Encrypted==jFj0k3TZiRgqn/WhQY2CbnDUczo4cIfbaspvyz3xRmL3Qx5HPd6/WDnh+qIM3a1t3HQyQOSob5fmqwncMZnGye1vT1vixAenNzVoYU9Vxwk='}}, u'configuration_format': u'json', u'memory': u'1024m'}",Docker Private Demo,,{},"[encrypt, excludeFromNewList]",True,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/docker-demo-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/docker-demo-64-1.png,private-demo,,Private Docker Demo (Test),other,{},https://syrup.keboola.com/docker/private-demo
184,,{},{},Transformation engine provisioning,,{},[],False,False,,,provisioning,,Provisioning,other,{},https://syrup.keboola.com/provisioning
185,,{},"{u'vendor': {u'contact': [u'Ondrej Hlavacek']}, u'definition': {u'type': u'quayio-private', u'uri': u'keboola/docker-demo-private', u'repository': {u'username': u'keboola+dockerbundle_testsuite', u'#password': u'KBC::Encrypted==alflQlbZiBwRBEyHI+it82hIysISA4llbAsAt0jmGcVXoIIimnX1aNv8ZG1NjnzRUM3OE+1tepg7HvMP7TKFvFZqZin6QVPk/wQYeoAFN/k8EjGCbgGti/chL4JKAToZIeiD2+faqU7MvOvgqRpLPYIUty7hZu2k62TMa1XpvH0='}}, u'configuration_format': u'json', u'memory': u'1024m'}",Docker Private Demo,,{},"[encrypt, excludeFromNewList]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/docker-demo-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/docker-demo-64-1.png,quayio-private-demo,,QuayIO Private Docker Demo (Test),other,{},https://syrup.keboola.com/docker/quayio-private-demo
186,,{},"{u'vendor': {u'contact': [u'Ondrej Hlavacek']}, u'definition': {u'type': u'quayio-private', u'uri': u'keboola/docker-demo-private', u'repository': {u'username': u'keboola+dockerbundle_testsuite', u'#password': u'KBC::Encrypted==7IgnzH8+e52AgDZHW3qWREqnaOMiQhJyp+AUBU+m300UjtII8cd3OD8HQref3dnorMnPWPSDWRqjAP+kNKGJxt46PuJLr55YmDgdMzM9ya8IOKvErIX+QlKB211ByuhpzsJrOwHtLnqg2hapHAxQOhy22f8gCV6TEmwntvvhvJo='}}, u'configuration_format': u'yaml', u'memory': u'1024m'}",Docker Private Demo,,{},"[encrypt, excludeFromNewList]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/docker-demo-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/docker-demo-32-1.png,quayio-private-demo-dev-ondra,,QuayIO Private Docker Demo (Ondra Dev),extractor,{},https://syrup.keboola.com/docker/quayio-private-demo-dev-ondra
187,,{},{},Queue,,{},[],False,False,,,queue,,Queue,other,{},https://syrup.keboola.com/queue
188,,{},"{u'modules': {u'#AnomalyTest': {u'inputs': {u'anomalyDirection': u'%%anomalyDirection%%', u'tsTable': u'#AggregatedData:tsIdData', u'anomalyThreshold': u'%%anomalyThreshold%%', u'idTable': u'#AggregatedData:idData', u'txTable': u'#AggregatedData:tsData'}, u'name': u'Anomaly', u'outputs': {u'anomaliesTable': {u'persistent': 1}}}, u'#AggregatedData': {u'inputs': {u'aggregationFunction': u'%%aggregationFunction%%', u'tsVar': u'%%tsColumn%c%', u'targetVar': u'%%targetColumn%c%', u'aggregationUnit': u'%%agggregationUnit%%', u'variableInfo': u'#VariableInfo:variableInfo', u'sourceTable': u'#CleanedData:cleanTable'}, u'name': u'AggregationUnit', u'outputs': {u'tsIdData': {u'persistent': 1}, u'tsData': {u'persistent': 1}, u'idData': {u'persistent': 1}}}, u'#CleanedData': {u'inputs': {u'variableInfo': u'#VariableInfo:variableInfo', u'emptyValues': u'#VariableInfo:emptyValues', u'sourceTable': u'#SourceData:loadedTable'}, u'name': u'CleanData', u'outputs': {u'cleanTable': {u'persistent': 1}}}, u'#VariableInfo': {u'inputs': {u'persistent': u'1', u'sourceTable': u'#SourceData:loadedTable'}, u'name': u'VariableInfo', u'outputs': {u'variableInfoTable': {u'persistent': 1}}}, u'#SourceData': {u'inputs': {u'inputTable': u'%%sourceTable%t%', u'inputSchema': u'%%sourceTable%s%'}, u'name': u'LoadRawData'}}, u'postProcess': {u'descriptor': {u'name': u'AnomalyDescriptor'}, u'shinyApp': {u'repository': u'https://github.com/keboola/application-anomalies.git'}}}",Recipe for detecting anomalies,,{},[],True,True,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/rcp-anomaly-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/rcp-anomaly-64-1.png,rcp-anomaly,,Anomaly detection,application,{},https://syrup.keboola.com/rt-lucky-guess/rcp-anomaly
189,,{},"{u'modules': {u'#Basket': {u'inputs': {u'itemColumn': u'%%itemColumn%c%', u'algorithm': u'%%algorithm%%', u'transactionColumn': u'%%transactionColumn%c%', u'variableInfo': u'#VariableInfo:variableInfo', u'minSupport': u'%%minSupport%%', u'groupBy': u'%%groupBy%c%', u'sourceTable': u'#CleanedData:cleanTable'}, u'name': u'Basket', u'outputs': {u'rules': {u'persistent': 1}, u'basket': {u'persistent': 1}, u'transRules': {u'persistent': 1}, u'ruleItems': {u'persistent': 1}}}, u'#CleanedData': {u'inputs': {u'variableInfo': u'#VariableInfo:variableInfo', u'emptyValues': u'#VariableInfo:emptyValues', u'sourceTable': u'#SourceData:loadedTable'}, u'name': u'CleanData', u'outputs': {u'cleanTable': {u'persistent': 1}}}, u'#VariableInfo': {u'inputs': {u'evUnimportantThreshold': u'0.01', u'sourceTable': u'#SourceData:loadedTable'}, u'name': u'VariableInfo', u'outputs': {u'variableInfoTable': {u'persistent': 1}}}, u'#SourceData': {u'inputs': {u'inputTable': u'%%sourceTable%t%', u'inputSchema': u'%%sourceTable%s%'}, u'name': u'LoadRawData'}}, u'postProcess': {u'descriptor': {u'name': u'BasketDescriptor'}, u'shinyApp': {u'cranPackages': u'""lubridate, ggplot2, googleVis, data.table, networkD3""', u'repository': u'https://github.com/keboola/application-basket.git'}}}",Recipe for basket analysis,,{},[],True,True,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/rcp-basket-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/rcp-basket-64-1.png,rcp-basket,,Basket analysis,application,{},https://syrup.keboola.com/rt-lucky-guess/rcp-basket
190,,{},"{u'modules': {u'#Correlations': {u'inputs': {u'variableInfo': u'#VariableInfo:variableInfo', u'groupBy': u'%%groupBy%c%', u'sourceTable': u'#CleanedData:cleanTable'}, u'name': u'Correlations', u'outputs': {u'correlations': {u'persistent': 1}, u'correlograms': {u'persistent': 1}}}, u'#CleanedData': {u'inputs': {u'variableInfo': u'#VariableInfo:variableInfo', u'emptyValues': u'#VariableInfo:emptyValues', u'sourceTable': u'#SourceData:loadedTable'}, u'name': u'CleanData'}, u'#VariableInfo': {u'inputs': {u'sourceTable': u'#SourceData:loadedTable'}, u'name': u'VariableInfo'}, u'#SourceData': {u'inputs': {u'inputTable': u'%%sourceTable%t%', u'inputSchema': u'%%sourceTable%s%'}, u'name': u'LoadRawData'}}}",Recipe for correlations,,{},[],True,True,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/rcp-correlations-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/rcp-correlations-64-1.png,rcp-correlations,,Correlations,application,{},https://syrup.keboola.com/rt-lucky-guess/rcp-correlations
191,,{},"{u'modules': {u'#VariableInfo': {u'inputs': {u'evUnimportantThreshold': u'0.00001', u'sourceTable': u'#SourceData:loadedTable'}, u'name': u'VariableInfo', u'outputs': {u'variableInfoTable': {u'persistent': 1}, u'emptyValuesTable': {u'persistent': 1}}}, u'#SourceData': {u'inputs': {u'inputTable': u'%%dataTable%t%', u'inputSchema': u'%%dataTable%s%'}, u'name': u'LoadRawData'}}}",Profiles table data,,{},[excludeFromNewList],True,False,,,rcp-data-profiler,,Data Profiler,application,{},https://syrup.keboola.com/rt-lucky-guess/rcp-data-profiler
192,,{},"{u'modules': {u'#CleanedData': {u'inputs': {u'variableInfo': u'#VariableInfo:variableInfo', u'emptyValues': u'#VariableInfo:emptyValues', u'sourceTable': u'#SourceData:loadedTable', u'invalidRemoveRows': u'%%invalidRemoveRows%%'}, u'name': u'CleanData', u'outputs': {u'cleanTable': {u'persistent': 1}}}, u'#VariableInfo': {u'inputs': {u'evUnimportantThreshold': u'%%evUnimportantThreshold%%', u'sourceTable': u'#SourceData:loadedTable'}, u'name': u'VariableInfo', u'outputs': {u'variableInfoTable': {u'persistent': 1}, u'emptyValuesTable': {u'persistent': 1}}}, u'#SourceData': {u'inputs': {u'inputTable': u'%%dataTable%t%', u'inputSchema': u'%%dataTable%s%'}, u'name': u'LoadRawData'}}, u'postProcess': {u'descriptor': {u'name': u'CleanDataDescriptor'}, u'shinyApp': {u'cranPackages': u'""lubridate, ggplot2""', u'repository': u'https://github.com/keboola/application-cleandata.git'}}}",Recipe for Clean data,,{},[],True,True,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/rcp-data-type-assistant-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/rcp-data-type-assistant-64-1.png,rcp-data-type-assistant,,Data Type Assistant,application,{},https://syrup.keboola.com/rt-lucky-guess/rcp-data-type-assistant
193,,{},"{u'modules': {u'#DistributionGroups': {u'inputs': {u'automaticBins': u'%%automaticBins%%', u'target': u'%%targetColumn%c%', u'numberOfBins': u'%%numberOfBins%%', u'variableInfo': u'#VariableInfo:variableInfo', u'groupBy': u'%%groupBy%c%', u'sourceTable': u'#CleanedData:cleanTable'}, u'name': u'GroupedHistogram', u'outputs': {u'groupCharacteristics': {u'persistent': 1}, u'binBoundaries': {u'persistent': 1}, u'groupedData': {u'persistent': 1}, u'histogramEstimates': {u'persistent': 1}}}, u'#CleanedData': {u'inputs': {u'variableInfo': u'#VariableInfo:variableInfo', u'emptyValues': u'#VariableInfo:emptyValues', u'sourceTable': u'#SourceData:loadedTable'}, u'name': u'CleanData'}, u'#VariableInfo': {u'inputs': {u'sourceTable': u'#SourceData:loadedTable'}, u'name': u'VariableInfo'}, u'#SourceData': {u'inputs': {u'inputTable': u'%%sourceTable%t%', u'inputSchema': u'%%sourceTable%s%'}, u'name': u'LoadRawData'}}, u'postProcess': {u'descriptor': {u'name': u'DistributionGroupsDescriptor', u'parameters': {u'units': u'%%unit%%', u'groupUnits': u'%%groupUnit%%', u'recordDescription': u'%%recordDescription%%'}}, u'shinyApp': {u'cranPackages': u'""ggplot2, grid""', u'repository': u'https://github.com/keboola/application-distrobutionGroups.git'}}}",Recipe for grouped histogram,,{},[],True,True,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/rcp-distribution-groups-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/rcp-distribution-groups-64-1.png,rcp-distribution-groups,,Grouped histogram,application,{},https://syrup.keboola.com/rt-lucky-guess/rcp-distribution-groups
194,,{},"{u'modules': {u'#LinearRegression': {u'inputs': {u'variableInfo': u'#VariableInfo:variableInfo', u'multiReg': u'%%multiReg%%', u'groupBy': u'%%groupBy%c%', u'sourceTable': u'#CleanedData:cleanTable', u'targetColumn': u'%%targetColumn%c%'}, u'name': u'LinearDependency', u'outputs': {u'linearPredictions': {u'persistent': 1}, u'linearDependenciesGraphs': {u'persistent': 1}, u'linearExpressions': {u'persistent': 1}, u'linearCoefficients': {u'persistent': 1}}}, u'#CleanedData': {u'inputs': {u'variableInfo': u'#VariableInfo:variableInfo', u'emptyValues': u'#VariableInfo:emptyValues', u'sourceTable': u'#SourceData:loadedTable'}, u'name': u'CleanData'}, u'#VariableInfo': {u'inputs': {u'sourceTable': u'#SourceData:loadedTable'}, u'name': u'VariableInfo'}, u'#SourceData': {u'inputs': {u'inputTable': u'%%sourceTable%t%', u'inputSchema': u'%%sourceTable%s%'}, u'name': u'LoadRawData'}}}",Recipe for linear dependency,,{},[excludeFromNewList],True,True,,,rcp-linear-dependency,,Linear dependency finder (new),application,{},https://syrup.keboola.com/rt-lucky-guess/rcp-linear-dependency
195,,{},"{u'modules': {u'#LinearRegression': {u'inputs': {u'variableInfo': u'#VariableInfo:variableInfo', u'groupBy': u'%%groupBy%c%', u'sourceTable': u'#CleanedData:cleanTable', u'targetColumn': u'%%targetColumn%c%'}, u'name': u'LinearRegression', u'outputs': {u'linearDependenciesGraphs': {u'persistent': 1}, u'linearExpression': {u'persistent': 1}, u'linearCoefficients': {u'persistent': 1}}}, u'#CleanedData': {u'inputs': {u'variableInfo': u'#VariableInfo:variableInfo', u'emptyValues': u'#VariableInfo:emptyValues', u'sourceTable': u'#SourceData:loadedTable'}, u'name': u'CleanData'}, u'#VariableInfo': {u'inputs': {u'sourceTable': u'#SourceData:loadedTable'}, u'name': u'VariableInfo'}, u'#SourceData': {u'inputs': {u'inputTable': u'%%sourceTable%t%', u'inputSchema': u'%%sourceTable%s%'}, u'name': u'LoadRawData'}}}",Recipe for linear dependency,,{},[],True,True,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/rcp-linear-regression-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/rcp-linear-regression-64-1.png,rcp-linear-regression,,Linear dependency finder,application,{},https://syrup.keboola.com/rt-lucky-guess/rcp-linear-regression
196,,{},"{u'modules': {u'#NextOrder': {u'inputs': {u'variableInfo': u'#VariableInfo:variableInfo', u'countVarName': u'%%eventId%c%', u'groupVarName': u'%%groupId%c%', u'sourceTable': u'#RealEvents:outTable', u'ignoreEventCount': 1}, u'name': u'Frequency', u'outputs': {u'nextEvents': {u'persistent': 1}}}, u'#RealEvents': {u'inputs': {u'variableInfo': u'#VariableInfo:variableInfo', u'sourceTable': u'#CleanedData:cleanTable', u'emptyValues': u'#VariableInfo:emptyValues', u'sql': u'WITH ""source"" AS (SELECT * FROM ##BASE_TABLE##) SELECT * FROM (SELECT *, ROW_NUMBER() OVER(PARTITION BY ""%%groupId%c%"" ORDER BY ""%%eventDate%c%"" DESC) AS ""row_number"" FROM ""source"" WHERE ""%%eventDate%c%"" IS NOT NULL AND ""%%groupId%c%"" IN (SELECT ""%%groupId%c%"" FROM ""source"" GROUP BY ""%%groupId%c%"" HAVING MAX(""%%eventDate%c%"") > ADD_MONTHS(CURRENT_DATE, -%%monthsLastEvent%%)) AND ""%%groupId%c%"" IN (SELECT ""%%groupId%c%"" FROM ""source"" GROUP BY ""%%groupId%c%"" HAVING COUNT(""%%eventId%c%"") > %%minNumberOfEvents%%)) AS ""subq"" WHERE (""%%eventDate%c%"" > ADD_MONTHS(CURRENT_DATE, -%%monthsHistory%%) OR row_number < %%historyNumberOfEvents%%)'}, u'name': u'DeriveSubset'}, u'#CleanedData': {u'inputs': {u'variableInfo': u'#VariableInfo:variableInfo', u'emptyValues': u'#VariableInfo:emptyValues', u'sourceTable': u'#SourceData:loadedTable'}, u'name': u'CleanData'}, u'#VariableInfo': {u'inputs': {u'sourceTable': u'#SourceData:loadedTable'}, u'name': u'VariableInfo'}, u'#SourceData': {u'inputs': {u'inputTable': u'%%sourceTable%t%', u'filterColumns': u'%%eventDate%c%, %%eventId%c%, %%groupId%c%', u'inputSchema': u'%%sourceTable%s%'}, u'name': u'LoadRawData'}}}",Recipe for next event,,{},[],True,True,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/rcp-next-event-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/rcp-next-event-64-1.png,rcp-next-event,,Next event,application,{},https://syrup.keboola.com/rt-lucky-guess/rcp-next-event
197,,{},"{u'modules': {u'#Segmentation': {u'inputs': {u'excludedColumnsTree': u'%%excludedColumnsTree%%', u'automaticSegments': u'%%automaticSegments%%', u'numberOfSegments': u'%%numberOfSegments%%', u'variableInfoTable': u'#VariableInfo:variableInfoTable', u'excludedColumns': u'%%excludedColumns%%', u'variableInfo': u'#VariableInfo:variableInfo', u'sourceTable': u'#CleanedData:cleanTable'}, u'name': u'Segmentation', u'outputs': {u'numberOfSegments': {u'persistent': 1}, u'treeGraph': {u'persistent': 1}, u'explainedRows': {u'persistent': 1}, u'excludedColumns': {u'persistent': 1}, u'treeRules': {u'persistent': 1}, u'segmentedData': {u'persistent': 1}}}, u'#CleanedData': {u'inputs': {u'variableInfo': u'#VariableInfo:variableInfo', u'emptyValues': u'#VariableInfo:emptyValues', u'sourceTable': u'#SourceData:loadedTable'}, u'name': u'CleanData'}, u'#VariableInfo': {u'inputs': {u'sourceTable': u'#SourceData:loadedTable'}, u'name': u'VariableInfo', u'outputs': {u'variableInfoTable': {u'persistent': 1}}}, u'#SourceData': {u'inputs': {u'inputTable': u'%%sourceTable%t%', u'inputSchema': u'%%sourceTable%s%'}, u'name': u'LoadRawData'}}, u'postProcess': {u'descriptor': {u'name': u'SegmentationDescriptor', u'parameters': {u'recordDescription': u'%%recordDescription%%'}}, u'shinyApp': {u'cranPackages': u'""rpart, rpart.plot""', u'repository': u'https://github.com/keboola/application-segmentations.git'}}}",Recipe for segmentation,,{},[],True,True,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/rcp-segmentation-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/rcp-segmentation-64-1.png,rcp-segmentation,,Segmentation,application,{},https://syrup.keboola.com/rt-lucky-guess/rcp-segmentation
198,,{},"{u'modules': {u'#CleanedData': {u'inputs': {u'variableInfo': u'#VariableInfo:variableInfo', u'emptyValues': u'#VariableInfo:emptyValues', u'sourceTable': u'#SourceData:loadedTable', u'invalidRemoveRows': u'%%invalidRemoveRows%%'}, u'name': u'CleanData', u'outputs': {u'cleanTable': {u'persistent': 1}}}, u'#VariableInfo': {u'inputs': {u'evUnimportantThreshold': u'%%evUnimportantThreshold%%', u'sourceTable': u'#SourceData:loadedTable'}, u'name': u'VariableInfo', u'outputs': {u'variableInfoTable': {u'persistent': 1}, u'emptyValuesTable': {u'persistent': 1}}}, u'#SourceData': {u'inputs': {u'inputTable': u'%%dataTable%t%', u'inputSchema': u'%%dataTable%s%'}, u'name': u'LoadRawData'}}, u'postProcess': {u'descriptor': {u'name': u'CleanDataDescriptor'}, u'shinyApp': {u'cranPackages': u'""lubridate, ggplot2""', u'repository': u'https://github.com/keboola/application-cleandata.git'}}}",Dumb component for LG testing,,{},"[genericShinyUI, genericUI, excludeFromNewList]",False,True,,,rcp-test-recipe,,LG Test Recipe,application,{},https://syrup.keboola.com/rt-lucky-gues/rcp-test-recipe
199,,{},"{u'modules': {u'#Characteristics': {u'inputs': {u'variableInfo': u'#VariableInfo:variableInfo', u'emptyValues': u'#VariableInfo:emptyValuesTable', u'sourceTable': u'#CleanedData:cleanTable'}, u'name': u'VariableCharacteristics', u'outputs': {u'variableCharacteristics': {u'persistent': 1}, u'histogramEstimates': {u'persistent': 1}, u'probabilityDensity': {u'persistent': 1}}}, u'#CleanedData': {u'inputs': {u'variableInfo': u'#VariableInfo:variableInfo', u'emptyValues': u'#VariableInfo:emptyValues', u'sourceTable': u'#SourceData:loadedTable'}, u'name': u'CleanData', u'outputs': {u'cleanTable': {u'persistent': 1}}}, u'#VariableInfo': {u'inputs': {u'sourceTable': u'#SourceData:loadedTable'}, u'name': u'VariableInfo', u'outputs': {u'variableInfoTable': {u'persistent': 1}, u'emptyValuesTable': {u'persistent': 1}}}, u'#SourceData': {u'inputs': {u'inputTable': u'%%dataTable%t%', u'inputSchema': u'%%dataTable%s%'}, u'name': u'LoadRawData'}}}",Recipe for column characteristics,,{},[],True,True,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/rcp-var-characteristics-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/rcp-var-characteristics-64-1.png,rcp-var-characteristics,,Table Content Overview,application,{},https://syrup.keboola.com/rt-lucky-guess/rcp-var-characteristics
